week_start,sku_id,units_sold,gb_prediction,forecast_lower_80,forecast_upper_80
2023-07-31,S001_P0002,947,962.8600966683289,572.3271056615929,1322.8786595265656
2023-08-07,S001_P0002,704,962.5345449384691,572.001553931733,1322.5531077967057
2023-08-14,S001_P0002,580,983.8928578941543,593.3598668874183,1343.911420752391
2023-08-21,S001_P0002,840,939.1849933452168,548.6520023384808,1299.2035562034534
2023-08-28,S001_P0002,634,968.6121000021417,578.0791089954057,1328.6306628603784
2023-09-04,S001_P0002,607,947.8660278899167,557.3330368831807,1307.8845907481534
2023-09-11,S001_P0002,628,939.1873307735374,548.6543397668013,1299.205893631774
2023-09-18,S001_P0002,715,985.7163645790332,595.1833735722971,1345.73492743727
2023-09-25,S001_P0002,861,962.9279218773482,572.3949308706121,1322.9464847355848
2023-10-02,S001_P0002,1166,918.8466670234035,528.3136760166674,1278.86522988164
2023-10-09,S001_P0002,985,960.29602372805,569.763032721314,1320.3145865862866
2023-10-16,S001_P0002,671,948.5369093531737,558.0039183464376,1308.5554722114102
2023-10-23,S001_P0002,704,938.7080555677471,548.1750645610111,1298.7266184259838
2023-10-30,S001_P0002,398,973.511344488365,582.978353481629,1333.5299073466017
2023-11-06,S001_P0002,974,943.6676287049107,553.1346376981746,1303.6861915631475
2023-11-13,S001_P0002,1248,960.29602372805,569.763032721314,1320.3145865862866
2023-11-20,S001_P0002,1628,954.2184686643775,563.6854776576415,1314.2370315226142
2023-11-27,S001_P0002,904,874.1278975693908,483.5949065626548,1234.1464604276275
2023-12-04,S001_P0002,847,952.6611334589236,562.1281424521876,1312.6796963171603
2023-12-11,S001_P0002,580,952.6611334589236,562.1281424521876,1312.6796963171603
2023-12-18,S001_P0002,1123,937.66669921357,547.133708206834,1297.6852620718068
2023-12-25,S001_P0002,485,944.6487143379567,554.1157233312206,1304.6672771961935
2023-07-03,S001_P0003,898,952.658796030603,562.1258050238669,1312.6773588888395
2023-07-10,S001_P0003,1658,952.658796030603,562.1258050238669,1312.6773588888395
2023-07-17,S001_P0003,719,980.0036242086675,589.4706332019314,1340.0221870669043
2023-07-24,S001_P0003,695,963.9039035155818,573.3709125088458,1323.9224663738185
2023-07-31,S001_P0003,1037,958.3363921223802,567.8034011156442,1318.3549549806169
2023-08-07,S001_P0003,844,967.0914684421743,576.5584774354384,1327.110031300411
2023-08-14,S001_P0003,1514,968.6121000021417,578.0791089954057,1328.6306628603784
2023-08-21,S001_P0003,914,971.8266086764122,581.2936176696762,1331.845171534649
2023-08-28,S001_P0003,868,963.578351785722,573.0453607789859,1323.5969146439588
2023-09-04,S001_P0003,1488,952.6611334589236,562.1281424521876,1312.6796963171603
2023-09-11,S001_P0003,1161,961.3398305753029,570.8068395685668,1321.3583934335397
2023-09-18,S001_P0003,791,961.3398305753029,570.8068395685668,1321.3583934335397
2023-09-25,S001_P0003,1489,972.5849380602817,582.0519470535457,1332.6035009185184
2023-10-02,S001_P0003,999,952.6611334589236,562.1281424521876,1312.6796963171603
2023-10-09,S001_P0003,544,961.3398305753029,570.8068395685668,1321.3583934335397
2023-10-16,S001_P0003,731,973.3632703000209,582.8302792932848,1333.3818331582575
2023-10-23,S001_P0003,771,972.5849380602817,582.0519470535457,1332.6035009185184
2023-10-30,S001_P0003,1189,962.8624340966495,572.3294430899134,1322.880996954886
2023-11-06,S001_P0003,697,960.29602372805,569.763032721314,1320.3145865862866
2023-11-13,S001_P0003,695,947.4167233025059,556.88373229577,1307.4352861607426
2023-11-20,S001_P0003,1057,989.3912840973721,598.8582930906362,1349.4098469556088
2023-11-27,S001_P0003,1065,929.5066533139868,538.9736623072508,1289.5252161722235
2023-12-04,S001_P0003,1172,951.6173266116707,561.0843356049347,1311.6358894699074
2023-12-11,S001_P0003,941,1007.9236974319186,617.3907064251825,1367.9422602901554
2023-12-18,S001_P0003,655,913.9444456477057,523.4114546409696,1273.9630085059425
2023-12-25,S001_P0003,1337,936.1069135150403,545.5739225083043,1296.125476373277
2023-07-03,S001_P0004,956,912.4570636311404,521.9240726244043,1272.4756264893772
2023-07-10,S001_P0004,1029,948.7578021061317,558.2248110993958,1308.7763649643684
2023-07-17,S001_P0004,1074,969.6559068493946,579.1229158426586,1329.6744697076313
2023-07-24,S001_P0004,741,969.6559068493946,579.1229158426586,1329.6744697076313
2023-07-31,S001_P0004,615,980.9010143343734,590.3680233276373,1340.9195771926102
2023-08-07,S001_P0004,442,873.9897172970412,483.4567262903052,1234.008280155278
2023-08-14,S001_P0004,479,958.0612600426749,567.5282690359388,1318.0798229009115
2023-08-21,S001_P0004,723,967.798094938466,577.26510393173,1327.8166577967027
2023-08-28,S001_P0004,910,999.3306253260112,608.7976343192752,1359.3491881842479
2023-09-04,S001_P0004,1318,991.0545883906206,600.5215973838845,1351.0731512488574
2023-09-11,S001_P0004,1023,938.1784450945293,547.6454540877933,1298.197007952766
2023-09-18,S001_P0004,1384,982.6512509700393,592.1182599633032,1342.669813828276
2023-09-25,S001_P0004,1166,952.6611334589236,562.1281424521876,1312.6796963171603
2023-10-02,S001_P0004,858,961.3398305753029,570.8068395685668,1321.3583934335397
2023-10-09,S001_P0004,592,952.6611334589236,562.1281424521876,1312.6796963171603
2023-10-16,S001_P0004,1378,948.9098347371696,558.3768437304336,1308.9283975954063
2023-10-23,S001_P0004,1444,955.2622755116304,564.7292845048944,1315.280838369867
2023-10-30,S001_P0004,845,955.2622755116304,564.7292845048944,1315.280838369867
2023-11-06,S001_P0004,1192,945.6925211852096,555.1595301784735,1305.7110840434461
2023-11-13,S001_P0004,1099,952.6611334589236,562.1281424521876,1312.6796963171603
2023-11-20,S001_P0004,1245,952.6611334589236,562.1281424521876,1312.6796963171603
2023-11-27,S001_P0004,807,999.1901672644194,608.6571762576834,1359.208730122656
2023-12-04,S001_P0004,1478,972.5849380602817,582.0519470535457,1332.6035009185184
2023-12-11,S001_P0004,773,957.215606469553,566.682615462817,1317.2341693277897
2023-12-18,S001_P0004,795,1010.4352747493982,619.9022837426621,1370.4538376076348
2023-12-25,S001_P0004,1116,999.0165217860944,608.4835307793583,1359.0350846443312
2023-07-03,S001_P0005,1028,952.658796030603,562.1258050238669,1312.6773588888395
2023-07-10,S001_P0005,1036,969.6559068493946,579.1229158426586,1329.6744697076313
2023-07-17,S001_P0005,971,952.658796030603,562.1258050238669,1312.6773588888395
2023-07-24,S001_P0005,768,969.6559068493946,579.1229158426586,1329.6744697076313
2023-07-31,S001_P0005,597,976.7767902286234,586.2437992218875,1336.7953530868601
2023-08-07,S001_P0005,677,983.3130028537709,592.7800118470348,1343.3315657120074
2023-08-14,S001_P0005,757,956.1821041640084,565.6491131572723,1316.200667022245
2023-08-21,S001_P0005,704,955.8914843946148,565.3584933878788,1315.9100472528517
2023-08-28,S001_P0005,910,987.9049758261292,597.3719848193932,1347.923538684366
2023-09-04,S001_P0005,1122,951.6173266116707,561.0843356049347,1311.6358894699074
2023-09-11,S001_P0005,1028,954.2184686643775,563.6854776576415,1314.2370315226142
2023-09-18,S001_P0005,1425,955.2622755116304,564.7292845048944,1315.280838369867
2023-09-25,S001_P0005,591,945.1350251859462,554.6020341792102,1305.153588044183
2023-10-02,S001_P0005,559,940.2311376207903,549.6981466140542,1300.249700479027
2023-10-09,S001_P0005,928,942.832279673497,552.299288666761,1302.8508425317336
2023-10-16,S001_P0005,787,951.6173266116707,561.0843356049347,1311.6358894699074
2023-10-23,S001_P0005,1021,965.4635761493563,574.9305851426202,1325.482139007593
2023-10-30,S001_P0005,1065,944.6487143379567,554.1157233312206,1304.6672771961935
2023-11-06,S001_P0005,707,952.6611334589236,562.1281424521876,1312.6796963171603
2023-11-13,S001_P0005,878,1001.9441267940268,611.4111357872907,1361.9626896522636
2023-11-20,S001_P0005,886,999.1901672644194,608.6571762576834,1359.208730122656
2023-11-27,S001_P0005,909,954.2184686643775,563.6854776576415,1314.2370315226142
2023-12-04,S001_P0005,1099,960.29602372805,569.763032721314,1320.3145865862866
2023-12-11,S001_P0005,989,961.3398305753029,570.8068395685668,1321.3583934335397
2023-12-18,S001_P0005,1226,961.3398305753029,570.8068395685668,1321.3583934335397
2023-12-25,S001_P0005,1087,952.6611334589236,562.1281424521876,1312.6796963171603
2023-07-03,S001_P0006,809,994.3721983744517,603.8392073677157,1354.3907612326884
2023-07-10,S001_P0006,779,993.8940210266975,603.3610300199614,1353.912583884934
2023-07-17,S001_P0006,908,980.9010143343734,590.3680233276373,1340.9195771926102
2023-07-24,S001_P0006,804,945.6901837568889,555.157192750153,1305.7087466151256
2023-07-31,S001_P0006,1050,962.8600966683289,572.3271056615929,1322.8786595265656
2023-08-07,S001_P0006,690,951.6149891833501,561.081998176614,1311.6335520415869
2023-08-14,S001_P0006,627,895.4645279359587,504.93153692922266,1255.4830907941955
2023-08-21,S001_P0006,521,988.4331661848471,597.9001751781111,1348.4517290430838
2023-08-28,S001_P0006,1079,928.1891165158933,537.6561255091572,1288.2076793741298
2023-09-04,S001_P0006,846,965.0193994377776,574.4864084310416,1325.0379622960143
2023-09-11,S001_P0006,838,951.6173266116707,561.0843356049347,1311.6358894699074
2023-09-18,S001_P0006,1387,977.8541748957084,587.3211838889724,1337.872737753945
2023-09-25,S001_P0006,1487,961.3398305753029,570.8068395685668,1321.3583934335397
2023-10-02,S001_P0006,1278,952.6611334589236,562.1281424521876,1312.6796963171603
2023-10-09,S001_P0006,1168,912.9218615969423,522.3888705902064,1272.940424455179
2023-10-16,S001_P0006,933,961.3398305753029,570.8068395685668,1321.3583934335397
2023-10-23,S001_P0006,825,999.1901672644194,608.6571762576834,1359.208730122656
2023-10-30,S001_P0006,1056,952.6611334589236,562.1281424521876,1312.6796963171603
2023-11-06,S001_P0006,1156,955.2622755116304,564.7292845048944,1315.280838369867
2023-11-13,S001_P0006,813,952.6611334589236,562.1281424521876,1312.6796963171603
2023-11-20,S001_P0006,605,972.5849380602817,582.0519470535457,1332.6035009185184
2023-11-27,S001_P0006,616,940.2311376207903,549.6981466140542,1300.249700479027
2023-12-04,S001_P0006,853,900.4706429623195,509.9376519555835,1260.4892058205562
2023-12-11,S001_P0006,778,960.29602372805,569.763032721314,1320.3145865862866
2023-12-18,S001_P0006,969,962.8624340966495,572.3294430899134,1322.880996954886
2023-12-25,S001_P0006,519,951.6173266116707,561.0843356049347,1311.6358894699074
2023-07-03,S001_P0007,934,968.6121000021417,578.0791089954057,1328.6306628603784
2023-07-10,S001_P0007,1186,951.6149891833501,561.081998176614,1311.6335520415869
2023-07-17,S001_P0007,879,952.658796030603,562.1258050238669,1312.6773588888395
2023-07-24,S001_P0007,1077,969.6559068493946,579.1229158426586,1329.6744697076313
2023-07-31,S001_P0007,1058,1007.5062435385111,616.973252531775,1367.5248063967479
2023-08-07,S001_P0007,745,969.6559068493946,579.1229158426586,1329.6744697076313
2023-08-14,S001_P0007,723,980.9010143343734,590.3680233276373,1340.9195771926102
2023-08-21,S001_P0007,938,980.9010143343734,590.3680233276373,1340.9195771926102
2023-08-28,S001_P0007,850,962.5345449384691,572.001553931733,1322.5531077967057
2023-09-04,S001_P0007,470,951.6173266116707,561.0843356049347,1311.6358894699074
2023-09-11,S001_P0007,787,949.7451837685833,559.2121927618473,1309.76374662682
2023-09-18,S001_P0007,741,997.9727149388415,607.4397239321054,1357.991277797078
2023-09-25,S001_P0007,871,951.7695977171855,561.2366067104495,1311.7881605754224
2023-10-02,S001_P0007,704,888.4399371225196,497.90694611578357,1248.4584999807562
2023-10-09,S001_P0007,1007,946.8182399637703,556.2852489570344,1306.836802822007
2023-10-16,S001_P0007,343,951.6173266116707,561.0843356049347,1311.6358894699074
2023-10-23,S001_P0007,746,969.1444113689734,578.6114203622374,1329.16297422721
2023-10-30,S001_P0007,579,967.4169071072789,576.8839161005428,1327.4354699655155
2023-11-06,S001_P0007,992,939.1873307735374,548.6543397668013,1299.205893631774
2023-11-13,S001_P0007,887,947.6052086796958,557.0722176729598,1307.6237715379325
2023-11-20,S001_P0007,1230,960.29602372805,569.763032721314,1320.3145865862866
2023-11-27,S001_P0007,797,957.215606469553,566.682615462817,1317.2341693277897
2023-12-04,S001_P0007,1041,993.8963584550181,603.3633674482821,1353.9149213132548
2023-12-11,S001_P0007,1452,961.3398305753029,570.8068395685668,1321.3583934335397
2023-12-18,S001_P0007,841,961.3398305753029,570.8068395685668,1321.3583934335397
2023-12-25,S001_P0007,1198,955.2622755116304,564.7292845048944,1315.280838369867
2023-07-03,S001_P0008,1199,952.658796030603,562.1258050238669,1312.6773588888395
2023-07-10,S001_P0008,1109,969.6559068493946,579.1229158426586,1329.6744697076313
2023-07-17,S001_P0008,679,969.6559068493946,579.1229158426586,1329.6744697076313
2023-07-24,S001_P0008,842,951.1483559475887,560.6153649408527,1311.1669188058254
2023-07-31,S001_P0008,1025,969.6559068493946,579.1229158426586,1329.6744697076313
2023-08-07,S001_P0008,1026,952.658796030603,562.1258050238669,1312.6773588888395
2023-08-14,S001_P0008,869,963.578351785722,573.0453607789859,1323.5969146439588
2023-08-21,S001_P0008,998,969.6559068493946,579.1229158426586,1329.6744697076313
2023-08-28,S001_P0008,801,1007.5062435385111,616.973252531775,1367.5248063967479
2023-09-04,S001_P0008,954,972.5849380602817,582.0519470535457,1332.6035009185184
2023-09-11,S001_P0008,431,952.6611334589236,562.1281424521876,1312.6796963171603
2023-09-18,S001_P0008,760,941.0664866522039,550.5334956454678,1301.0850495104405
2023-09-25,S001_P0008,915,971.5411312130288,581.0081402062929,1331.5596940712655
2023-10-02,S001_P0008,870,954.2184686643775,563.6854776576415,1314.2370315226142
2023-10-09,S001_P0008,1135,915.7522675808617,525.2192765741256,1275.7708304390985
2023-10-16,S001_P0008,1025,955.2622755116304,564.7292845048944,1315.280838369867
2023-10-23,S001_P0008,2269,952.6611334589236,562.1281424521876,1312.6796963171603
2023-10-30,S001_P0008,1587,824.7162067593971,434.18321575266106,1184.734769617634
2023-11-06,S001_P0008,983,782.7785239427325,392.24553293599644,1142.7970868009693
2023-11-13,S001_P0008,853,759.5792239363342,369.04623292959815,1119.5977867945708
2023-11-20,S001_P0008,726,699.9370478841613,309.40405687742526,1059.955610742398
2023-11-27,S001_P0008,1053,993.8963584550181,603.3633674482821,1353.9149213132548
2023-12-04,S001_P0008,419,957.215606469553,566.682615462817,1317.2341693277897
2023-12-11,S001_P0008,1109,941.0664866522039,550.5334956454678,1301.0850495104405
2023-12-18,S001_P0008,961,960.29602372805,569.763032721314,1320.3145865862866
2023-12-25,S001_P0008,1044,1098.4912513334284,707.9582603266924,1458.509814191665
2023-07-03,S001_P0009,889,952.658796030603,562.1258050238669,1312.6773588888395
2023-07-10,S001_P0009,858,992.1935054205424,601.6605144138064,1352.212068278779
2023-07-17,S001_P0009,1633,952.658796030603,562.1258050238669,1312.6773588888395
2023-07-24,S001_P0009,962,952.658796030603,562.1258050238669,1312.6773588888395
2023-07-31,S001_P0009,1289,952.658796030603,562.1258050238669,1312.6773588888395
2023-08-07,S001_P0009,282,919.8881364423357,529.3551454355998,1279.9066993005724
2023-08-14,S001_P0009,1224,992.392424438918,601.859433432182,1352.4109872971549
2023-08-21,S001_P0009,1117,967.0914684421743,576.5584774354384,1327.110031300411
2023-08-28,S001_P0009,1296,947.2371705461644,556.7041795394284,1307.255733404401
2023-09-04,S001_P0009,872,906.8232061180756,516.2902151113396,1266.8417689763123
2023-09-11,S001_P0009,1188,941.5682970794596,551.0353060727236,1301.5868599376963
2023-09-18,S001_P0009,981,948.5369093531737,558.0039183464376,1308.5554722114102
2023-09-25,S001_P0009,902,945.1350251859462,554.6020341792102,1305.153588044183
2023-10-02,S001_P0009,1294,952.6611334589236,562.1281424521876,1312.6796963171603
2023-10-09,S001_P0009,1221,999.1901672644194,608.6571762576834,1359.208730122656
2023-10-16,S001_P0009,647,948.5369093531737,558.0039183464376,1308.5554722114102
2023-10-23,S001_P0009,877,948.9098347371696,558.3768437304336,1308.9283975954063
2023-10-30,S001_P0009,1676,952.6611334589236,562.1281424521876,1312.6796963171603
2023-11-06,S001_P0009,819,969.1231095273556,578.5901185206196,1329.1416723855923
2023-11-13,S001_P0009,960,961.3418025366822,570.8088115299461,1321.360365394919
2023-11-20,S001_P0009,920,955.2622755116304,564.7292845048944,1315.280838369867
2023-11-27,S001_P0009,780,961.3398305753029,570.8068395685668,1321.3583934335397
2023-12-04,S001_P0009,820,955.8938218229355,565.3608308161995,1315.9123846811722
2023-12-11,S001_P0009,1423,904.8226620648212,514.2896710580851,1264.8412249230578
2023-12-18,S001_P0009,1411,982.6512509700393,592.1182599633032,1342.669813828276
2023-12-25,S001_P0009,765,952.6611334589236,562.1281424521876,1312.6796963171603
2023-07-03,S001_P0010,1131,952.658796030603,562.1258050238669,1312.6773588888395
2023-07-10,S001_P0010,701,948.534571924853,558.001580918117,1308.5531347830897
2023-07-17,S001_P0010,559,960.9008305296004,570.3678395228644,1320.919393387837
2023-07-24,S001_P0010,738,957.2259110112612,566.6929200045251,1317.244473869498
2023-07-31,S001_P0010,1226,962.8600966683289,572.3271056615929,1322.8786595265656
2023-08-07,S001_P0010,1175,962.5345449384691,572.001553931733,1322.5531077967057
2023-08-14,S001_P0010,1192,963.578351785722,573.0453607789859,1323.5969146439588
2023-08-21,S001_P0010,1369,952.658796030603,562.1258050238669,1312.6773588888395
2023-08-28,S001_P0010,890,969.6559068493946,579.1229158426586,1329.6744697076313
2023-09-04,S001_P0010,1095,955.2622755116304,564.7292845048944,1315.280838369867
2023-09-11,S001_P0010,1284,961.3398305753029,570.8068395685668,1321.3583934335397
2023-09-18,S001_P0010,1138,952.6611334589236,562.1281424521876,1312.6796963171603
2023-09-25,S001_P0010,1271,961.3398305753029,570.8068395685668,1321.3583934335397
2023-10-02,S001_P0010,953,961.3398305753029,570.8068395685668,1321.3583934335397
2023-10-09,S001_P0010,673,961.3398305753029,570.8068395685668,1321.3583934335397
2023-10-16,S001_P0010,960,948.9098347371696,558.3768437304336,1308.9283975954063
2023-10-23,S001_P0010,1031,982.6512509700393,592.1182599633032,1342.669813828276
2023-10-30,S001_P0010,427,961.3398305753029,570.8068395685668,1321.3583934335397
2023-11-06,S001_P0010,916,985.194496160758,594.661505154022,1345.2130590189947
2023-11-13,S001_P0010,1046,981.6074441227864,591.0744531160503,1341.6260069810232
2023-11-20,S001_P0010,619,956.3555613102931,565.8225703035571,1316.3741241685298
2023-11-27,S001_P0010,1807,935.1752128415625,544.6422218348264,1295.193775699799
2023-12-04,S001_P0010,823,900.246431238032,509.7134402312959,1260.2649940962688
2023-12-11,S001_P0010,755,913.1031492893123,522.5701582825764,1273.121712147549
2023-12-18,S001_P0010,1031,932.6216884167541,542.0886974100181,1292.6402512749908
2023-12-25,S001_P0010,1022,1015.612782739149,625.079791732413,1375.6313455973857
2023-07-03,S001_P0011,879,884.2880917936814,493.7551007869453,1244.306654651918
2023-07-10,S001_P0011,802,918.6071172297594,528.0741262230233,1278.625680087996
2023-07-17,S001_P0011,1007,955.8914843946148,565.3584933878788,1315.9100472528517
2023-07-24,S001_P0011,1032,951.6149891833501,561.081998176614,1311.6335520415869
2023-07-31,S001_P0011,855,969.6559068493946,579.1229158426586,1329.6744697076313
2023-08-07,S001_P0011,811,982.6489135417187,592.1159225349827,1342.6674763999554
2023-08-14,S001_P0011,854,993.8940210266975,603.3610300199614,1353.912583884934
2023-08-21,S001_P0011,957,965.5316827436446,574.9986917369085,1325.5502456018812
2023-08-28,S001_P0011,1243,951.6149891833501,561.081998176614,1311.6335520415869
2023-09-04,S001_P0011,1331,955.2622755116304,564.7292845048944,1315.280838369867
2023-09-11,S001_P0011,1637,928.5691709870357,538.0361799802997,1288.5877338452724
2023-09-18,S001_P0011,878,945.1350251859462,554.6020341792102,1305.153588044183
2023-09-25,S001_P0011,1612,961.3398305753029,570.8068395685668,1321.3583934335397
2023-10-02,S001_P0011,752,1039.3412137492026,648.8082227424666,1399.3597766074392
2023-10-09,S001_P0011,1020,926.1570148387816,535.6240238320456,1286.1755776970183
2023-10-16,S001_P0011,1273,999.1901672644194,608.6571762576834,1359.208730122656
2023-10-23,S001_P0011,725,952.6611334589236,562.1281424521876,1312.6796963171603
2023-10-30,S001_P0011,1189,966.5073829966092,575.9743919898731,1326.5259458548458
2023-11-06,S001_P0011,1233,986.0561221003601,595.523131093624,1346.0746849585967
2023-11-13,S001_P0011,406,986.0561221003601,595.523131093624,1346.0746849585967
2023-11-20,S001_P0011,1202,1139.724196991353,749.191205984617,1499.7427598495897
2023-11-27,S001_P0011,846,952.6611334589236,562.1281424521876,1312.6796963171603
2023-12-04,S001_P0011,1437,961.3398305753029,570.8068395685668,1321.3583934335397
2023-12-11,S001_P0011,800,954.9229718602247,564.3899808534886,1314.9415347184613
2023-12-18,S001_P0011,1295,931.1355813556352,540.6025903488992,1291.1541442138719
2023-12-25,S001_P0011,1035,952.6611334589236,562.1281424521876,1312.6796963171603
2023-07-03,S001_P0012,971,939.1849933452168,548.6520023384808,1299.2035562034534
2023-07-10,S001_P0012,1280,1019.1781231233907,628.6451321166546,1379.1966859816275
2023-07-17,S001_P0012,1202,994.3721983744517,603.8392073677157,1354.3907612326884
2023-07-24,S001_P0012,1655,969.6559068493946,579.1229158426586,1329.6744697076313
2023-07-31,S001_P0012,884,963.0065133898759,572.4735223831399,1323.0250762481126
2023-08-07,S001_P0012,951,963.578351785722,573.0453607789859,1323.5969146439588
2023-08-14,S001_P0012,831,945.1326877576256,554.5996967508895,1305.1512506158624
2023-08-21,S001_P0012,1005,948.534571924853,558.001580918117,1308.5531347830897
2023-08-28,S001_P0012,648,969.6559068493946,579.1229158426586,1329.6744697076313
2023-09-04,S001_P0012,892,947.8660278899167,557.3330368831807,1307.8845907481534
2023-09-11,S001_P0012,699,960.29602372805,569.763032721314,1320.3145865862866
2023-09-18,S001_P0012,1097,951.5409474082559,561.0079564015198,1311.5595102664925
2023-09-25,S001_P0012,1189,944.6487143379567,554.1157233312206,1304.6672771961935
2023-10-02,S001_P0012,1020,945.6925211852096,555.1595301784735,1305.7110840434461
2023-10-09,S001_P0012,916,987.7714143011156,597.2384232943796,1347.7899771593522
2023-10-16,S001_P0012,1124,952.6611334589236,562.1281424521876,1312.6796963171603
2023-10-23,S001_P0012,951,961.3398305753029,570.8068395685668,1321.3583934335397
2023-10-30,S001_P0012,933,945.6925211852096,555.1595301784735,1305.7110840434461
2023-11-06,S001_P0012,584,955.2622755116304,564.7292845048944,1315.280838369867
2023-11-13,S001_P0012,770,948.9098347371696,558.3768437304336,1308.9283975954063
2023-11-20,S001_P0012,951,971.5411312130288,581.0081402062929,1331.5596940712655
2023-11-27,S001_P0012,278,951.6173266116707,561.0843356049347,1311.6358894699074
2023-12-04,S001_P0012,1008,992.742053313614,602.209062306878,1352.7606161718506
2023-12-11,S001_P0012,1052,951.6173266116707,561.0843356049347,1311.6358894699074
2023-12-18,S001_P0012,793,981.6074441227864,591.0744531160503,1341.6260069810232
2023-12-25,S001_P0012,1233,988.8404336757903,598.3074426690544,1348.858996534027
2023-07-03,S001_P0013,1411,965.5316827436446,574.9986917369085,1325.5502456018812
2023-07-10,S001_P0013,1044,952.658796030603,562.1258050238669,1312.6773588888395
2023-07-17,S001_P0013,1064,930.8076921974548,540.2747011907188,1290.8262550556915
2023-07-24,S001_P0013,906,945.1326877576256,554.5996967508895,1305.1512506158624
2023-07-31,S001_P0013,811,969.6559068493946,579.1229158426586,1329.6744697076313
2023-08-07,S001_P0013,1450,1005.6173058594305,615.0843148526944,1365.635868717667
2023-08-14,S001_P0013,846,1099.5327207523608,708.9997297456248,1459.5512836105975
2023-08-21,S001_P0013,779,952.658796030603,562.1258050238669,1312.6773588888395
2023-08-28,S001_P0013,893,980.9010143343734,590.3680233276373,1340.9195771926102
2023-09-04,S001_P0013,995,952.6611334589236,562.1281424521876,1312.6796963171603
2023-09-11,S001_P0013,806,960.29602372805,569.763032721314,1320.3145865862866
2023-09-18,S001_P0013,1042,971.5411312130288,581.0081402062929,1331.5596940712655
2023-09-25,S001_P0013,742,961.3398305753029,570.8068395685668,1321.3583934335397
2023-10-02,S001_P0013,1174,966.5073829966092,575.9743919898731,1326.5259458548458
2023-10-09,S001_P0013,902,955.2622755116304,564.7292845048944,1315.280838369867
2023-10-16,S001_P0013,1034,961.3398305753029,570.8068395685668,1321.3583934335397
2023-10-23,S001_P0013,586,961.3398305753029,570.8068395685668,1321.3583934335397
2023-10-30,S001_P0013,1215,948.9098347371696,558.3768437304336,1308.9283975954063
2023-11-06,S001_P0013,897,945.6925211852096,555.1595301784735,1305.7110840434461
2023-11-13,S001_P0013,919,982.6512509700393,592.1182599633032,1342.669813828276
2023-11-20,S001_P0013,508,919.8904738706564,529.3574828639203,1279.9090367288932
2023-11-27,S001_P0013,558,928.1914539442139,537.6584629374779,1288.2100168024506
2023-12-04,S001_P0013,1276,916.0328506286006,525.4998596218645,1276.0514134868372
2023-12-11,S001_P0013,738,956.1717996223001,565.6388086155641,1316.1903624805368
2023-12-18,S001_P0013,760,938.5332592594382,548.0002682527022,1298.5518221176749
2023-12-25,S001_P0013,874,1022.1071543342779,631.5741633275418,1382.1257171925145
2023-07-03,S001_P0014,1257,967.798094938466,577.26510393173,1327.8166577967027
