week_start,sku_id,units_sold,seasonal_naive
2022-09-26,S001_P0002,1257,
2022-10-03,S001_P0002,807,
2022-10-10,S001_P0002,1118,
2022-10-17,S001_P0002,741,
2022-10-24,S001_P0002,1230,
2022-10-31,S001_P0002,1375,
2022-11-07,S001_P0002,1415,
2022-11-14,S001_P0002,1194,
2022-11-21,S001_P0002,1279,
2022-11-28,S001_P0002,952,
2022-12-05,S001_P0002,872,
2022-12-12,S001_P0002,868,
2022-12-19,S001_P0002,702,
2022-12-26,S001_P0002,648,
2023-01-02,S001_P0002,849,897.0
2023-01-09,S001_P0002,923,1248.0
2023-01-16,S001_P0002,1060,1193.0
2023-01-23,S001_P0002,909,728.0
2023-01-30,S001_P0002,800,1253.0
2023-02-06,S001_P0002,1116,984.0
2023-02-13,S001_P0002,665,1562.0
2023-02-20,S001_P0002,1047,1040.0
2023-02-27,S001_P0002,1298,783.0
2023-03-06,S001_P0002,515,1285.0
2023-03-13,S001_P0002,608,985.0
2023-03-20,S001_P0002,848,1460.0
2023-03-27,S001_P0002,1073,641.0
2023-04-03,S001_P0002,299,847.0
2023-04-10,S001_P0002,1029,848.0
2023-04-17,S001_P0002,1030,1306.0
2023-04-24,S001_P0002,404,1255.0
2023-05-01,S001_P0002,1059,658.0
2023-05-08,S001_P0002,727,759.0
2023-05-15,S001_P0002,672,560.0
2023-05-22,S001_P0002,663,778.0
2023-05-29,S001_P0002,1250,917.0
2023-06-05,S001_P0002,952,510.0
2023-06-12,S001_P0002,512,773.0
2023-06-19,S001_P0002,471,1222.0
2023-06-26,S001_P0002,572,791.0
2023-07-03,S001_P0002,1291,1130.0
2023-07-10,S001_P0002,951,1092.0
2023-07-17,S001_P0002,333,980.0
2023-07-24,S001_P0002,810,516.0
2023-07-31,S001_P0002,947,895.0
2023-08-07,S001_P0002,704,1343.0
2023-08-14,S001_P0002,580,1178.0
2023-08-21,S001_P0002,840,861.0
2023-08-28,S001_P0002,634,936.0
2023-09-04,S001_P0002,607,1135.0
2023-09-11,S001_P0002,628,848.0
2023-09-18,S001_P0002,715,1757.0
2023-09-25,S001_P0002,861,1257.0
2023-10-02,S001_P0002,1166,807.0
2023-10-09,S001_P0002,985,1118.0
2023-10-16,S001_P0002,671,741.0
2023-10-23,S001_P0002,704,1230.0
2023-10-30,S001_P0002,398,1375.0
2023-11-06,S001_P0002,974,1415.0
2023-11-13,S001_P0002,1248,1194.0
2023-11-20,S001_P0002,1628,1279.0
2023-11-27,S001_P0002,904,952.0
2023-12-04,S001_P0002,847,872.0
2023-12-11,S001_P0002,580,868.0
2023-12-18,S001_P0002,1123,702.0
2023-12-25,S001_P0002,485,648.0
2022-01-03,S001_P0003,709,
2022-01-10,S001_P0003,523,
2022-01-17,S001_P0003,485,
2022-01-24,S001_P0003,1260,
2022-01-31,S001_P0003,876,
2022-02-07,S001_P0003,1053,
2022-02-14,S001_P0003,1113,
2022-02-21,S001_P0003,627,
2022-02-28,S001_P0003,1183,
2022-03-07,S001_P0003,1103,
2022-03-14,S001_P0003,398,
2022-03-21,S001_P0003,1529,
2022-03-28,S001_P0003,925,
2022-04-04,S001_P0003,522,
2022-04-11,S001_P0003,1158,
2022-04-18,S001_P0003,949,
2022-04-25,S001_P0003,599,
2022-05-02,S001_P0003,1013,
2022-05-09,S001_P0003,1068,
2022-05-16,S001_P0003,555,
2022-05-23,S001_P0003,922,
2022-05-30,S001_P0003,745,
2022-06-06,S001_P0003,625,
2022-06-13,S001_P0003,1460,
2022-06-20,S001_P0003,677,
2022-06-27,S001_P0003,1391,
2022-07-04,S001_P0003,895,
2022-07-11,S001_P0003,903,
2022-07-18,S001_P0003,1102,
2022-07-25,S001_P0003,722,
2022-08-01,S001_P0003,1011,
2022-08-08,S001_P0003,1098,
2022-08-15,S001_P0003,1132,
2022-08-22,S001_P0003,1433,
2022-08-29,S001_P0003,1239,
2022-09-05,S001_P0003,862,
2022-09-12,S001_P0003,1193,
2022-09-19,S001_P0003,982,
2022-09-26,S001_P0003,957,
2022-10-03,S001_P0003,907,
2022-10-10,S001_P0003,1086,
2022-10-17,S001_P0003,487,
2022-10-24,S001_P0003,1055,
2022-10-31,S001_P0003,869,
2022-11-07,S001_P0003,1174,
2022-11-14,S001_P0003,1051,
2022-11-21,S001_P0003,1621,
2022-11-28,S001_P0003,1593,
2022-12-05,S001_P0003,874,
2022-12-12,S001_P0003,831,
2022-12-19,S001_P0003,1018,
2022-12-26,S001_P0003,734,
2023-01-02,S001_P0003,1125,709.0
2023-01-09,S001_P0003,895,523.0
2023-01-16,S001_P0003,1162,485.0
2023-01-23,S001_P0003,740,1260.0
2023-01-30,S001_P0003,877,876.0
2023-02-06,S001_P0003,1189,1053.0
2023-02-13,S001_P0003,765,1113.0
2023-02-20,S001_P0003,1048,627.0
2023-02-27,S001_P0003,1453,1183.0
2023-03-06,S001_P0003,1205,1103.0
2023-03-13,S001_P0003,1039,398.0
2023-03-20,S001_P0003,908,1529.0
2023-03-27,S001_P0003,855,925.0
2023-04-03,S001_P0003,755,522.0
2023-04-10,S001_P0003,955,1158.0
2023-04-17,S001_P0003,1306,949.0
2023-04-24,S001_P0003,1421,599.0
2023-05-01,S001_P0003,801,1013.0
2023-05-08,S001_P0003,867,1068.0
2023-05-15,S001_P0003,1281,555.0
2023-05-22,S001_P0003,683,922.0
2023-05-29,S001_P0003,1381,745.0
2023-06-05,S001_P0003,1069,625.0
2023-06-12,S001_P0003,806,1460.0
2023-06-19,S001_P0003,1098,677.0
2023-06-26,S001_P0003,890,1391.0
2023-07-03,S001_P0003,898,895.0
2023-07-10,S001_P0003,1658,903.0
2023-07-17,S001_P0003,719,1102.0
2023-07-24,S001_P0003,695,722.0
2023-07-31,S001_P0003,1037,1011.0
2023-08-07,S001_P0003,844,1098.0
2023-08-14,S001_P0003,1514,1132.0
2023-08-21,S001_P0003,914,1433.0
2023-08-28,S001_P0003,868,1239.0
2023-09-04,S001_P0003,1488,862.0
2023-09-11,S001_P0003,1161,1193.0
2023-09-18,S001_P0003,791,982.0
2023-09-25,S001_P0003,1489,957.0
2023-10-02,S001_P0003,999,907.0
2023-10-09,S001_P0003,544,1086.0
2023-10-16,S001_P0003,731,487.0
2023-10-23,S001_P0003,771,1055.0
2023-10-30,S001_P0003,1189,869.0
2023-11-06,S001_P0003,697,1174.0
2023-11-13,S001_P0003,695,1051.0
2023-11-20,S001_P0003,1057,1621.0
2023-11-27,S001_P0003,1065,1593.0
2023-12-04,S001_P0003,1172,874.0
2023-12-11,S001_P0003,941,831.0
2023-12-18,S001_P0003,655,1018.0
2023-12-25,S001_P0003,1337,734.0
2022-01-03,S001_P0004,939,
2022-01-10,S001_P0004,918,
2022-01-17,S001_P0004,1079,
2022-01-24,S001_P0004,1069,
2022-01-31,S001_P0004,844,
2022-02-07,S001_P0004,1025,
2022-02-14,S001_P0004,1111,
2022-02-21,S001_P0004,919,
2022-02-28,S001_P0004,687,
2022-03-07,S001_P0004,1330,
2022-03-14,S001_P0004,673,
2022-03-21,S001_P0004,1143,
2022-03-28,S001_P0004,963,
2022-04-04,S001_P0004,669,
2022-04-11,S001_P0004,848,
2022-04-18,S001_P0004,916,
2022-04-25,S001_P0004,1069,
2022-05-02,S001_P0004,900,
2022-05-09,S001_P0004,762,
2022-05-16,S001_P0004,925,
2022-05-23,S001_P0004,1008,
2022-05-30,S001_P0004,910,
2022-06-06,S001_P0004,920,
2022-06-13,S001_P0004,1105,
2022-06-20,S001_P0004,767,
2022-06-27,S001_P0004,1011,
2022-07-04,S001_P0004,449,
2022-07-11,S001_P0004,583,
2022-07-18,S001_P0004,1056,
2022-07-25,S001_P0004,991,
2022-08-01,S001_P0004,1071,
2022-08-08,S001_P0004,914,
2022-08-15,S001_P0004,1201,
2022-08-22,S001_P0004,1072,
2022-08-29,S001_P0004,957,
2022-09-05,S001_P0004,1089,
2022-09-12,S001_P0004,1460,
2022-09-19,S001_P0004,503,
2022-09-26,S001_P0004,719,
2022-10-03,S001_P0004,921,
2022-10-10,S001_P0004,911,
2022-10-17,S001_P0004,1141,
2022-10-24,S001_P0004,1379,
2022-10-31,S001_P0004,1390,
2022-11-07,S001_P0004,656,
2022-11-14,S001_P0004,827,
2022-11-21,S001_P0004,886,
2022-11-28,S001_P0004,2021,
2022-12-05,S001_P0004,987,
2022-12-12,S001_P0004,947,
2022-12-19,S001_P0004,1724,
2022-12-26,S001_P0004,336,
2023-01-02,S001_P0004,1177,939.0
2023-01-09,S001_P0004,987,918.0
2023-01-16,S001_P0004,1192,1079.0
2023-01-23,S001_P0004,881,1069.0
2023-01-30,S001_P0004,666,844.0
2023-02-06,S001_P0004,1159,1025.0
2023-02-13,S001_P0004,1407,1111.0
2023-02-20,S001_P0004,642,919.0
2023-02-27,S001_P0004,1303,687.0
2023-03-06,S001_P0004,1217,1330.0
2023-03-13,S001_P0004,717,673.0
2023-03-20,S001_P0004,1391,1143.0
2023-03-27,S001_P0004,1125,963.0
2023-04-03,S001_P0004,995,669.0
2023-04-10,S001_P0004,699,848.0
2023-04-17,S001_P0004,1186,916.0
2023-04-24,S001_P0004,724,1069.0
2023-05-01,S001_P0004,1533,900.0
2023-05-08,S001_P0004,1042,762.0
2023-05-15,S001_P0004,997,925.0
2023-05-22,S001_P0004,699,1008.0
2023-05-29,S001_P0004,696,910.0
2023-06-05,S001_P0004,1612,920.0
2023-06-12,S001_P0004,558,1105.0
2023-06-19,S001_P0004,637,767.0
2023-06-26,S001_P0004,1217,1011.0
2023-07-03,S001_P0004,956,449.0
2023-07-10,S001_P0004,1029,583.0
2023-07-17,S001_P0004,1074,1056.0
2023-07-24,S001_P0004,741,991.0
2023-07-31,S001_P0004,615,1071.0
2023-08-07,S001_P0004,442,914.0
2023-08-14,S001_P0004,479,1201.0
2023-08-21,S001_P0004,723,1072.0
2023-08-28,S001_P0004,910,957.0
2023-09-04,S001_P0004,1318,1089.0
2023-09-11,S001_P0004,1023,1460.0
2023-09-18,S001_P0004,1384,503.0
2023-09-25,S001_P0004,1166,719.0
2023-10-02,S001_P0004,858,921.0
2023-10-09,S001_P0004,592,911.0
2023-10-16,S001_P0004,1378,1141.0
2023-10-23,S001_P0004,1444,1379.0
2023-10-30,S001_P0004,845,1390.0
2023-11-06,S001_P0004,1192,656.0
2023-11-13,S001_P0004,1099,827.0
2023-11-20,S001_P0004,1245,886.0
2023-11-27,S001_P0004,807,2021.0
2023-12-04,S001_P0004,1478,987.0
2023-12-11,S001_P0004,773,947.0
2023-12-18,S001_P0004,795,1724.0
2023-12-25,S001_P0004,1116,336.0
2022-01-03,S001_P0005,1161,
2022-01-10,S001_P0005,849,
2022-01-17,S001_P0005,962,
2022-01-24,S001_P0005,1158,
2022-01-31,S001_P0005,1023,
2022-02-07,S001_P0005,837,
2022-02-14,S001_P0005,750,
2022-02-21,S001_P0005,1037,
2022-02-28,S001_P0005,723,
2022-03-07,S001_P0005,784,
2022-03-14,S001_P0005,630,
2022-03-21,S001_P0005,1690,
2022-03-28,S001_P0005,742,
2022-04-04,S001_P0005,619,
2022-04-11,S001_P0005,812,
2022-04-18,S001_P0005,886,
2022-04-25,S001_P0005,663,
2022-05-02,S001_P0005,1042,
2022-05-09,S001_P0005,582,
2022-05-16,S001_P0005,732,
2022-05-23,S001_P0005,1183,
2022-05-30,S001_P0005,722,
2022-06-06,S001_P0005,1099,
2022-06-13,S001_P0005,668,
2022-06-20,S001_P0005,906,
2022-06-27,S001_P0005,980,
2022-07-04,S001_P0005,775,
2022-07-11,S001_P0005,1206,
2022-07-18,S001_P0005,911,
2022-07-25,S001_P0005,1108,
2022-08-01,S001_P0005,1153,
2022-08-08,S001_P0005,506,
2022-08-15,S001_P0005,955,
2022-08-22,S001_P0005,610,
2022-08-29,S001_P0005,985,
2022-09-05,S001_P0005,739,
2022-09-12,S001_P0005,1248,
2022-09-19,S001_P0005,1379,
2022-09-26,S001_P0005,532,
2022-10-03,S001_P0005,688,
2022-10-10,S001_P0005,1272,
2022-10-17,S001_P0005,730,
2022-10-24,S001_P0005,1392,
2022-10-31,S001_P0005,655,
2022-11-07,S001_P0005,796,
2022-11-14,S001_P0005,508,
2022-11-21,S001_P0005,1872,
2022-11-28,S001_P0005,1290,
2022-12-05,S001_P0005,1067,
2022-12-12,S001_P0005,961,
2022-12-19,S001_P0005,1213,
2022-12-26,S001_P0005,832,
2023-01-02,S001_P0005,994,1161.0
2023-01-09,S001_P0005,1248,849.0
2023-01-16,S001_P0005,834,962.0
2023-01-23,S001_P0005,909,1158.0
2023-01-30,S001_P0005,1085,1023.0
2023-02-06,S001_P0005,621,837.0
2023-02-13,S001_P0005,1081,750.0
2023-02-20,S001_P0005,1021,1037.0
2023-02-27,S001_P0005,845,723.0
2023-03-06,S001_P0005,1073,784.0
2023-03-13,S001_P0005,1205,630.0
2023-03-20,S001_P0005,691,1690.0
2023-03-27,S001_P0005,714,742.0
2023-04-03,S001_P0005,989,619.0
2023-04-10,S001_P0005,940,812.0
2023-04-17,S001_P0005,920,886.0
2023-04-24,S001_P0005,875,663.0
2023-05-01,S001_P0005,1081,1042.0
2023-05-08,S001_P0005,865,582.0
2023-05-15,S001_P0005,487,732.0
2023-05-22,S001_P0005,561,1183.0
2023-05-29,S001_P0005,1000,722.0
2023-06-05,S001_P0005,824,1099.0
2023-06-12,S001_P0005,1107,668.0
2023-06-19,S001_P0005,1360,906.0
2023-06-26,S001_P0005,1124,980.0
2023-07-03,S001_P0005,1028,775.0
2023-07-10,S001_P0005,1036,1206.0
2023-07-17,S001_P0005,971,911.0
2023-07-24,S001_P0005,768,1108.0
2023-07-31,S001_P0005,597,1153.0
2023-08-07,S001_P0005,677,506.0
2023-08-14,S001_P0005,757,955.0
2023-08-21,S001_P0005,704,610.0
2023-08-28,S001_P0005,910,985.0
2023-09-04,S001_P0005,1122,739.0
2023-09-11,S001_P0005,1028,1248.0
2023-09-18,S001_P0005,1425,1379.0
2023-09-25,S001_P0005,591,532.0
2023-10-02,S001_P0005,559,688.0
2023-10-09,S001_P0005,928,1272.0
2023-10-16,S001_P0005,787,730.0
2023-10-23,S001_P0005,1021,1392.0
2023-10-30,S001_P0005,1065,655.0
2023-11-06,S001_P0005,707,796.0
2023-11-13,S001_P0005,878,508.0
2023-11-20,S001_P0005,886,1872.0
2023-11-27,S001_P0005,909,1290.0
2023-12-04,S001_P0005,1099,1067.0
2023-12-11,S001_P0005,989,961.0
2023-12-18,S001_P0005,1226,1213.0
2023-12-25,S001_P0005,1087,832.0
2022-01-03,S001_P0006,259,
2022-01-10,S001_P0006,1287,
2022-01-17,S001_P0006,778,
2022-01-24,S001_P0006,1061,
2022-01-31,S001_P0006,662,
2022-02-07,S001_P0006,1069,
2022-02-14,S001_P0006,1235,
2022-02-21,S001_P0006,1045,
2022-02-28,S001_P0006,642,
2022-03-07,S001_P0006,1309,
2022-03-14,S001_P0006,797,
2022-03-21,S001_P0006,1299,
2022-03-28,S001_P0006,898,
2022-04-04,S001_P0006,800,
2022-04-11,S001_P0006,790,
2022-04-18,S001_P0006,1040,
2022-04-25,S001_P0006,993,
2022-05-02,S001_P0006,1234,
2022-05-09,S001_P0006,1526,
2022-05-16,S001_P0006,569,
2022-05-23,S001_P0006,691,
2022-05-30,S001_P0006,592,
2022-06-06,S001_P0006,757,
2022-06-13,S001_P0006,984,
2022-06-20,S001_P0006,988,
2022-06-27,S001_P0006,789,
2022-07-04,S001_P0006,1506,
2022-07-11,S001_P0006,526,
2022-07-18,S001_P0006,1023,
2022-07-25,S001_P0006,657,
2022-08-01,S001_P0006,852,
2022-08-08,S001_P0006,900,
2022-08-15,S001_P0006,904,
2022-08-22,S001_P0006,401,
2022-08-29,S001_P0006,758,
2022-09-05,S001_P0006,279,
2022-09-12,S001_P0006,690,
2022-09-19,S001_P0006,1615,
2022-09-26,S001_P0006,933,
2022-10-03,S001_P0006,795,
2022-10-10,S001_P0006,607,
2022-10-17,S001_P0006,1117,
2022-10-24,S001_P0006,1813,
2022-10-31,S001_P0006,689,
2022-11-07,S001_P0006,1426,
2022-11-14,S001_P0006,818,
2022-11-21,S001_P0006,1096,
2022-11-28,S001_P0006,829,
2022-12-05,S001_P0006,1193,
2022-12-12,S001_P0006,1205,
2022-12-19,S001_P0006,807,
2022-12-26,S001_P0006,857,
2023-01-02,S001_P0006,707,259.0
2023-01-09,S001_P0006,1170,1287.0
2023-01-16,S001_P0006,977,778.0
2023-01-23,S001_P0006,964,1061.0
2023-01-30,S001_P0006,819,662.0
2023-02-06,S001_P0006,537,1069.0
2023-02-13,S001_P0006,899,1235.0
2023-02-20,S001_P0006,963,1045.0
2023-02-27,S001_P0006,910,642.0
2023-03-06,S001_P0006,1306,1309.0
2023-03-13,S001_P0006,423,797.0
2023-03-20,S001_P0006,1146,1299.0
2023-03-27,S001_P0006,1096,898.0
2023-04-03,S001_P0006,476,800.0
2023-04-10,S001_P0006,1086,790.0
2023-04-17,S001_P0006,866,1040.0
2023-04-24,S001_P0006,1090,993.0
2023-05-01,S001_P0006,804,1234.0
2023-05-08,S001_P0006,747,1526.0
2023-05-15,S001_P0006,743,569.0
2023-05-22,S001_P0006,467,691.0
2023-05-29,S001_P0006,606,592.0
2023-06-05,S001_P0006,1289,757.0
2023-06-12,S001_P0006,1222,984.0
2023-06-19,S001_P0006,1033,988.0
2023-06-26,S001_P0006,1119,789.0
2023-07-03,S001_P0006,809,1506.0
2023-07-10,S001_P0006,779,526.0
2023-07-17,S001_P0006,908,1023.0
2023-07-24,S001_P0006,804,657.0
2023-07-31,S001_P0006,1050,852.0
2023-08-07,S001_P0006,690,900.0
2023-08-14,S001_P0006,627,904.0
2023-08-21,S001_P0006,521,401.0
2023-08-28,S001_P0006,1079,758.0
2023-09-04,S001_P0006,846,279.0
2023-09-11,S001_P0006,838,690.0
2023-09-18,S001_P0006,1387,1615.0
2023-09-25,S001_P0006,1487,933.0
2023-10-02,S001_P0006,1278,795.0
2023-10-09,S001_P0006,1168,607.0
2023-10-16,S001_P0006,933,1117.0
2023-10-23,S001_P0006,825,1813.0
2023-10-30,S001_P0006,1056,689.0
2023-11-06,S001_P0006,1156,1426.0
2023-11-13,S001_P0006,813,818.0
2023-11-20,S001_P0006,605,1096.0
2023-11-27,S001_P0006,616,829.0
2023-12-04,S001_P0006,853,1193.0
2023-12-11,S001_P0006,778,1205.0
2023-12-18,S001_P0006,969,807.0
2023-12-25,S001_P0006,519,857.0
2022-01-03,S001_P0007,1206,
2022-01-10,S001_P0007,963,
2022-01-17,S001_P0007,820,
2022-01-24,S001_P0007,1226,
2022-01-31,S001_P0007,860,
2022-02-07,S001_P0007,870,
2022-02-14,S001_P0007,673,
2022-02-21,S001_P0007,416,
2022-02-28,S001_P0007,2195,
2022-03-07,S001_P0007,1471,
2022-03-14,S001_P0007,960,
2022-03-21,S001_P0007,1454,
2022-03-28,S001_P0007,564,
2022-04-04,S001_P0007,906,
2022-04-11,S001_P0007,1637,
2022-04-18,S001_P0007,603,
2022-04-25,S001_P0007,1045,
2022-05-02,S001_P0007,845,
2022-05-09,S001_P0007,1185,
2022-05-16,S001_P0007,967,
2022-05-23,S001_P0007,1235,
2022-05-30,S001_P0007,999,
2022-06-06,S001_P0007,656,
2022-06-13,S001_P0007,1181,
2022-06-20,S001_P0007,1567,
2022-06-27,S001_P0007,746,
2022-07-04,S001_P0007,1093,
2022-07-11,S001_P0007,743,
2022-07-18,S001_P0007,716,
2022-07-25,S001_P0007,940,
2022-08-01,S001_P0007,1747,
2022-08-08,S001_P0007,955,
2022-08-15,S001_P0007,1191,
2022-08-22,S001_P0007,1102,
2022-08-29,S001_P0007,1327,
2022-09-05,S001_P0007,874,
2022-09-12,S001_P0007,928,
2022-09-19,S001_P0007,385,
2022-09-26,S001_P0007,667,
2022-10-03,S001_P0007,1413,
2022-10-10,S001_P0007,984,
2022-10-17,S001_P0007,789,
2022-10-24,S001_P0007,1040,
2022-10-31,S001_P0007,1024,
2022-11-07,S001_P0007,751,
2022-11-14,S001_P0007,831,
2022-11-21,S001_P0007,1089,
2022-11-28,S001_P0007,1139,
2022-12-05,S001_P0007,528,
2022-12-12,S001_P0007,926,
2022-12-19,S001_P0007,1134,
2022-12-26,S001_P0007,1417,
2023-01-02,S001_P0007,1193,1206.0
2023-01-09,S001_P0007,981,963.0
2023-01-16,S001_P0007,1159,820.0
2023-01-23,S001_P0007,1005,1226.0
2023-01-30,S001_P0007,687,860.0
2023-02-06,S001_P0007,1179,870.0
2023-02-13,S001_P0007,1130,673.0
2023-02-20,S001_P0007,964,416.0
2023-02-27,S001_P0007,1289,2195.0
2023-03-06,S001_P0007,1150,1471.0
2023-03-13,S001_P0007,577,960.0
2023-03-20,S001_P0007,945,1454.0
2023-03-27,S001_P0007,1314,564.0
2023-04-03,S001_P0007,748,906.0
2023-04-10,S001_P0007,1035,1637.0
2023-04-17,S001_P0007,671,603.0
2023-04-24,S001_P0007,1106,1045.0
2023-05-01,S001_P0007,1154,845.0
2023-05-08,S001_P0007,623,1185.0
2023-05-15,S001_P0007,1008,967.0
2023-05-22,S001_P0007,918,1235.0
2023-05-29,S001_P0007,869,999.0
2023-06-05,S001_P0007,566,656.0
2023-06-12,S001_P0007,658,1181.0
2023-06-19,S001_P0007,628,1567.0
2023-06-26,S001_P0007,971,746.0
2023-07-03,S001_P0007,934,1093.0
2023-07-10,S001_P0007,1186,743.0
2023-07-17,S001_P0007,879,716.0
2023-07-24,S001_P0007,1077,940.0
2023-07-31,S001_P0007,1058,1747.0
2023-08-07,S001_P0007,745,955.0
2023-08-14,S001_P0007,723,1191.0
2023-08-21,S001_P0007,938,1102.0
2023-08-28,S001_P0007,850,1327.0
2023-09-04,S001_P0007,470,874.0
2023-09-11,S001_P0007,787,928.0
2023-09-18,S001_P0007,741,385.0
2023-09-25,S001_P0007,871,667.0
2023-10-02,S001_P0007,704,1413.0
2023-10-09,S001_P0007,1007,984.0
2023-10-16,S001_P0007,343,789.0
2023-10-23,S001_P0007,746,1040.0
2023-10-30,S001_P0007,579,1024.0
2023-11-06,S001_P0007,992,751.0
2023-11-13,S001_P0007,887,831.0
2023-11-20,S001_P0007,1230,1089.0
2023-11-27,S001_P0007,797,1139.0
2023-12-04,S001_P0007,1041,528.0
2023-12-11,S001_P0007,1452,926.0
2023-12-18,S001_P0007,841,1134.0
2023-12-25,S001_P0007,1198,1417.0
2022-01-03,S001_P0008,1053,
2022-01-10,S001_P0008,801,
