date,sku_id,units_sold,revenue,unit_price,discount_pct,promo_flag
2022-01-01,S004_P0019,172,10409.439999999999,71.2,15.0,1
2022-01-01,S004_P0020,68,625.6,11.5,20.0,0
2022-01-01,S005_P0001,77,4873.869,70.33,10.0,0
2022-01-01,S005_P0002,298,16179.164999999999,57.15,5.0,1
2022-01-01,S005_P0003,64,2199.136,36.17,5.0,0
2022-01-01,S005_P0004,300,12946.35,50.77,15.0,1
2022-01-01,S005_P0005,21,1657.551,92.86,15.0,1
2022-01-01,S005_P0006,176,8555.008,60.76,20.0,0
2022-01-01,S005_P0007,131,5174.434499999999,46.47,15.0,0
2022-01-01,S005_P0008,317,10263.192,34.08,5.0,1
2022-01-01,S005_P0009,97,8091.691499999999,87.81,5.0,0
2022-01-01,S005_P0010,8,266.688,37.04,10.0,1
2022-01-01,S005_P0011,104,5065.632,54.12,10.0,1
2022-01-01,S005_P0012,87,5001.978,67.64,15.0,0
2022-01-01,S005_P0013,238,18580.898,82.18,5.0,0
2022-01-01,S005_P0014,171,5830.416,42.62,20.0,1
2022-01-01,S005_P0015,250,2596.5,11.54,10.0,0
2022-01-01,S005_P0016,11,170.335,16.3,5.0,0
2022-01-01,S005_P0017,371,31002.0585,98.31,15.0,1
2022-01-01,S005_P0018,107,4714.848,48.96,10.0,1
2022-01-01,S005_P0019,106,8883.753999999999,88.22,5.0,0
2022-01-01,S005_P0020,101,1003.536,11.04,10.0,1
2022-01-02,S001_P0001,81,2037.5549999999998,27.95,10.0,0
2022-01-02,S001_P0002,163,2740.5190000000002,19.78,15.0,0
2022-01-02,S001_P0003,464,29645.424000000003,70.99,10.0,0
2022-01-02,S001_P0004,116,5461.512,49.56,5.0,0
2022-01-02,S001_P0005,200,4039.2,23.76,15.0,1
2022-01-02,S001_P0006,58,2758.48,47.56,0.0,1
2022-01-02,S001_P0007,56,909.7200000000001,17.1,5.0,1
2022-01-02,S001_P0008,74,4139.967,58.89,5.0,0
2022-01-02,S001_P0009,54,4309.6320000000005,99.76,20.0,0
2022-01-02,S001_P0010,39,423.852,11.44,5.0,0
2022-01-02,S001_P0011,12,646.08,53.84,0.0,1
2022-01-02,S001_P0012,56,3077.0879999999997,57.84,5.0,1
2022-01-02,S001_P0013,31,935.6885,35.51,15.0,1
2022-01-02,S001_P0014,25,785.25,31.41,0.0,1
2022-01-02,S001_P0015,198,4444.704000000001,28.06,20.0,1
2022-01-02,S001_P0016,77,2334.6015,35.67,15.0,0
2022-01-02,S001_P0017,165,4417.214999999999,28.18,5.0,0
2022-01-02,S001_P0018,42,2969.3579999999997,74.42,5.0,0
2022-01-02,S001_P0019,8,698.8199999999999,91.95,5.0,1
2022-01-02,S001_P0020,174,17031.12,97.88,0.0,0
2022-01-02,S002_P0001,343,18266.808,66.57,20.0,1
2022-01-02,S002_P0002,71,6094.782,90.36,5.0,0
2022-01-02,S002_P0003,157,13757.595999999998,92.24,5.0,1
2022-01-02,S002_P0004,88,6046.48,68.71,0.0,0
2022-01-02,S002_P0005,64,5302.976,87.22,5.0,1
2022-01-02,S002_P0006,273,21670.739999999998,79.38,0.0,0
2022-01-02,S002_P0007,247,3655.2295000000004,17.41,15.0,0
2022-01-02,S002_P0008,42,528.36,14.8,15.0,1
2022-01-02,S002_P0009,197,6008.5,30.5,0.0,0
2022-01-02,S002_P0010,374,8850.336,27.84,15.0,1
2022-01-02,S002_P0011,154,13647.480000000001,88.62,0.0,0
2022-01-02,S002_P0012,236,15547.68,82.35,20.0,0
2022-01-02,S002_P0013,278,23161.014,92.57,10.0,1
2022-01-02,S002_P0014,27,2420.8469999999998,94.38,5.0,0
2022-01-02,S002_P0015,106,7482.54,70.59,0.0,1
2022-01-02,S002_P0016,154,8749.818000000001,63.13,10.0,0
2022-01-02,S002_P0017,176,7697.888,46.04,5.0,1
2022-01-02,S002_P0018,124,2351.412,21.07,10.0,0
2022-01-02,S002_P0019,479,37893.69,79.11,0.0,0
2022-01-02,S002_P0020,78,5069.219999999999,64.99,0.0,1
2022-01-02,S003_P0001,114,7539.048000000002,73.48,10.0,0
2022-01-02,S003_P0002,2,175.0,87.5,0.0,0
2022-01-02,S003_P0003,7,496.608,88.68,20.0,1
2022-01-02,S003_P0004,54,3557.9519999999998,82.36,20.0,0
2022-01-02,S003_P0005,282,10330.224,38.56,5.0,0
2022-01-02,S003_P0006,93,9089.82,97.74,0.0,0
2022-01-02,S003_P0007,85,2722.38,37.68,15.0,0
2022-01-02,S003_P0008,136,4655.076,36.03,5.0,0
2022-01-02,S003_P0009,140,12455.8,88.97,0.0,1
2022-01-02,S003_P0010,79,1171.728,16.48,10.0,1
2022-01-02,S003_P0011,106,5568.498,58.37,10.0,1
2022-01-02,S003_P0012,1,26.467,27.86,5.0,1
2022-01-02,S003_P0013,203,7548.148999999999,39.14,5.0,1
2022-01-02,S003_P0014,368,24475.68,66.51,0.0,0
2022-01-02,S003_P0015,286,20511.920000000002,89.65,20.0,0
2022-01-02,S003_P0016,69,4785.84,86.7,20.0,0
2022-01-02,S003_P0017,52,1235.1040000000003,29.69,20.0,0
2022-01-02,S003_P0018,109,8527.833,86.93,10.0,1
2022-01-02,S003_P0019,50,2669.85,59.33,10.0,0
2022-01-02,S003_P0020,0,0.0,57.07,10.0,1
2022-01-02,S004_P0001,22,1386.792,74.16,15.0,0
2022-01-02,S004_P0002,45,2672.1,59.38,0.0,1
2022-01-02,S004_P0003,89,4288.0199999999995,48.18,0.0,1
2022-01-02,S004_P0004,209,15842.2,94.75,20.0,0
2022-01-02,S004_P0005,4,231.382,60.89,5.0,0
2022-01-02,S004_P0006,47,656.8014999999999,14.71,5.0,0
2022-01-02,S004_P0007,115,3424.8150000000005,33.09,10.0,0
2022-01-02,S004_P0008,27,2266.3125,98.75,15.0,0
2022-01-02,S004_P0009,90,892.8000000000001,12.4,20.0,0
2022-01-02,S004_P0010,206,16110.951000000001,92.01,15.0,1
2022-01-02,S004_P0011,328,24172.288,92.12,20.0,1
2022-01-02,S004_P0012,155,4636.36,37.39,20.0,0
2022-01-02,S004_P0013,184,14133.96,85.35,10.0,1
2022-01-02,S004_P0014,16,1322.24,82.64,0.0,0
2022-01-02,S004_P0015,90,7467.39,92.19,10.0,1
2022-01-02,S004_P0016,178,10930.98,61.41,0.0,0
2022-01-02,S004_P0017,256,19757.056,96.47,20.0,0
2022-01-02,S004_P0018,27,2411.91,89.33,0.0,0
2022-01-02,S004_P0019,67,3188.664,59.49,20.0,1
2022-01-02,S004_P0020,84,5215.7699999999995,73.05,15.0,1
2022-01-02,S005_P0001,67,4295.7384999999995,67.49,5.0,0
2022-01-02,S005_P0002,15,891.6750000000001,66.05,10.0,1
2022-01-02,S005_P0003,333,21546.432,80.88,20.0,1
2022-01-02,S005_P0004,56,3049.2000000000003,60.5,10.0,1
2022-01-02,S005_P0005,165,9467.039999999999,71.72,20.0,0
2022-01-02,S005_P0006,54,3176.7389999999996,69.21,15.0,1
2022-01-02,S005_P0007,93,5259.336,70.69,20.0,0
2022-01-02,S005_P0008,250,13502.25,63.54,15.0,0
2022-01-02,S005_P0009,90,6324.48,78.08,10.0,0
2022-01-02,S005_P0010,83,3218.8230000000003,43.09,10.0,1
2022-01-02,S005_P0011,16,390.184,25.67,5.0,1
2022-01-02,S005_P0012,87,2685.8640000000005,38.59,20.0,0
2022-01-02,S005_P0013,241,13276.8105,57.99,5.0,0
2022-01-02,S005_P0014,286,3351.9200000000005,14.65,20.0,1
2022-01-02,S005_P0015,60,3795.6,63.26,0.0,1
2022-01-02,S005_P0016,437,16210.078,43.64,15.0,1
2022-01-02,S005_P0017,377,25590.76,84.85,20.0,1
2022-01-02,S005_P0018,83,3319.3774999999996,47.05,15.0,1
2022-01-02,S005_P0019,203,12477.192000000001,76.83,20.0,0
2022-01-02,S005_P0020,183,15473.565000000002,93.95,10.0,1
2022-01-03,S001_P0001,5,250.8,62.7,20.0,0
2022-01-03,S001_P0002,199,10749.980000000001,54.02,0.0,0
2022-01-03,S001_P0003,176,4123.152000000001,26.03,10.0,0
2022-01-03,S001_P0004,214,2180.66,10.19,0.0,1
2022-01-03,S001_P0005,165,15764.1,95.54,0.0,0
2022-01-03,S001_P0006,9,492.90749999999997,57.65,5.0,0
2022-01-03,S001_P0007,140,9839.2,87.85,20.0,0
2022-01-03,S001_P0008,177,9070.010999999999,53.94,5.0,0
2022-01-03,S001_P0009,217,10662.512000000002,61.42,20.0,0
2022-01-03,S001_P0010,47,4193.622,99.14,10.0,0
2022-01-03,S001_P0011,3,181.56,60.52,0.0,0
2022-01-03,S001_P0012,2,147.781,86.93,15.0,0
2022-01-03,S001_P0013,18,1346.382,83.11,10.0,1
2022-01-03,S001_P0014,242,7030.584000000001,32.28,10.0,1
2022-01-03,S001_P0015,228,10705.284,52.17,10.0,1
2022-01-03,S001_P0016,31,2466.6234999999997,93.61,15.0,1
2022-01-03,S001_P0017,16,1493.3999999999999,98.25,5.0,0
2022-01-03,S001_P0018,20,1492.07,78.53,5.0,0
2022-01-03,S001_P0019,193,10983.63,56.91,0.0,1
2022-01-03,S001_P0020,118,3334.2080000000005,35.32,20.0,1
2022-01-03,S002_P0001,96,4615.68,48.08,0.0,1
2022-01-03,S002_P0002,48,1915.5600000000002,46.95,15.0,1
2022-01-03,S002_P0003,130,9822.800000000001,94.45,20.0,1
2022-01-03,S002_P0004,11,270.07200000000006,27.28,10.0,1
2022-01-03,S002_P0005,313,9308.619999999999,29.74,0.0,1
2022-01-03,S002_P0006,352,9242.816,27.64,5.0,0
2022-01-03,S002_P0007,265,15240.945,60.54,5.0,0
2022-01-03,S002_P0008,11,579.645,58.55,10.0,0
2022-01-03,S002_P0009,191,11190.69,58.59,0.0,0
2022-01-03,S002_P0010,185,17663.8,95.48,0.0,1
2022-01-03,S002_P0011,143,4325.464,37.81,20.0,1
2022-01-03,S002_P0012,85,3725.55,48.7,10.0,0
2022-01-03,S002_P0013,270,16011.27,65.89,10.0,0
2022-01-03,S002_P0014,233,4746.21,20.37,0.0,1
2022-01-03,S002_P0015,187,8648.75,46.25,0.0,0
2022-01-03,S002_P0016,39,2518.0739999999996,71.74,10.0,0
2022-01-03,S002_P0017,234,4332.042,20.57,10.0,1
2022-01-03,S002_P0018,213,5091.552,29.88,20.0,1
2022-01-03,S002_P0019,55,3458.565,73.98,15.0,1
2022-01-03,S002_P0020,22,891.3960000000001,45.02,10.0,0
2022-01-03,S003_P0001,100,7459.2,82.88,10.0,1
2022-01-03,S003_P0002,353,6128.08,17.36,0.0,1
2022-01-03,S003_P0003,255,8710.800000000001,42.7,20.0,0
2022-01-03,S003_P0004,154,11737.803,89.67,15.0,0
2022-01-03,S003_P0005,147,9668.189999999999,65.77,0.0,1
2022-01-03,S003_P0006,342,29468.771999999997,95.74,10.0,0
2022-01-03,S003_P0007,54,5340.6,98.9,0.0,0
2022-01-03,S003_P0008,289,10098.671499999999,41.11,15.0,0
2022-01-03,S003_P0009,179,7530.53,42.07,0.0,1
2022-01-03,S003_P0010,175,16780.75,95.89,0.0,1
2022-01-03,S003_P0011,209,16702.026,84.12,5.0,0
2022-01-03,S003_P0012,109,6209.512,71.21,20.0,1
2022-01-03,S003_P0013,43,2116.89,49.23,0.0,1
2022-01-03,S003_P0014,58,1141.614,21.87,10.0,1
2022-01-03,S003_P0015,399,24271.17,60.83,0.0,1
2022-01-03,S003_P0016,95,4315.280000000001,56.78,20.0,0
2022-01-03,S003_P0017,296,21404.944,76.12,5.0,0
2022-01-03,S003_P0018,105,9346.050000000001,98.9,10.0,0
2022-01-03,S003_P0019,103,4524.584,46.24,5.0,0
2022-01-03,S003_P0020,131,1820.5725000000002,16.35,15.0,0
2022-01-03,S004_P0001,66,4691.643,83.63,15.0,0
2022-01-03,S004_P0002,163,13295.909999999998,81.57,0.0,1
2022-01-03,S004_P0003,98,3940.7760000000003,44.68,10.0,0
2022-01-03,S004_P0004,150,9016.5,60.11,0.0,1
2022-01-03,S004_P0005,15,295.56,24.63,20.0,0
2022-01-03,S004_P0006,36,1241.802,36.31,5.0,1
2022-01-03,S004_P0007,303,2925.768,11.36,15.0,1
2022-01-03,S004_P0008,209,11869.11,63.1,10.0,1
2022-01-03,S004_P0009,69,1701.2640000000001,30.82,20.0,0
2022-01-03,S004_P0010,143,3393.39,23.73,0.0,0
2022-01-03,S004_P0011,239,6695.7045,29.49,5.0,0
2022-01-03,S004_P0012,192,12145.344,74.42,15.0,1
2022-01-03,S004_P0013,23,1072.72,58.3,20.0,1
2022-01-03,S004_P0014,165,9995.699999999999,60.58,0.0,1
2022-01-03,S004_P0015,85,6245.8,73.48,0.0,0
2022-01-03,S004_P0016,79,1150.3980000000001,16.18,10.0,0
2022-01-03,S004_P0017,33,1080.486,38.52,15.0,0
2022-01-03,S004_P0018,270,12671.1,46.93,0.0,0
2022-01-03,S004_P0019,1,80.41,80.41,0.0,0
2022-01-03,S004_P0020,149,11363.336000000001,95.33,20.0,0
2022-01-03,S005_P0001,3,108.89999999999999,36.3,0.0,0
2022-01-03,S005_P0002,59,4358.448,82.08,10.0,1
2022-01-03,S005_P0003,15,556.8000000000001,46.4,20.0,0
2022-01-03,S005_P0004,351,19926.971999999998,59.76,5.0,0
2022-01-03,S005_P0005,66,3186.48,60.35,20.0,1
2022-01-03,S005_P0006,62,2266.038,40.61,10.0,1
2022-01-03,S005_P0007,77,4653.0715,63.61,5.0,1
2022-01-03,S005_P0008,177,16325.6835,97.09,5.0,1
2022-01-03,S005_P0009,349,16559.352,52.72,10.0,0
2022-01-03,S005_P0010,74,853.072,14.41,20.0,1
2022-01-03,S005_P0011,40,2965.6,74.14,0.0,1
2022-01-03,S005_P0012,72,2703.744,46.94,20.0,1
2022-01-03,S005_P0013,190,4158.719999999999,23.04,5.0,0
2022-01-03,S005_P0014,263,7000.797,28.02,5.0,1
2022-01-03,S005_P0015,126,8751.456,86.82,20.0,0
2022-01-03,S005_P0016,17,1297.0065,80.31,5.0,1
2022-01-03,S005_P0017,19,705.888,41.28,10.0,0
2022-01-03,S005_P0018,36,1383.1200000000001,38.42,0.0,1
2022-01-03,S005_P0019,207,9924.408000000001,59.93,20.0,0
2022-01-03,S005_P0020,91,5771.402,66.76,5.0,0
2022-01-04,S001_P0001,58,3839.484,77.88,15.0,1
2022-01-04,S001_P0002,91,6823.816999999999,88.22,15.0,1
2022-01-04,S001_P0003,70,627.725,10.55,15.0,0
2022-01-04,S001_P0004,0,0.0,44.81,5.0,1
2022-01-04,S001_P0005,32,2005.9200000000003,69.65,10.0,0
2022-01-04,S001_P0006,8,341.44000000000005,53.35,20.0,0
2022-01-04,S001_P0007,341,10842.6065,33.47,5.0,0
2022-01-04,S001_P0008,347,16961.36,61.1,20.0,0
2022-01-04,S001_P0009,15,610.875,45.25,10.0,0
2022-01-04,S001_P0010,85,6458.64,94.98,20.0,0
2022-01-04,S001_P0011,30,726.3000000000001,24.21,0.0,0
2022-01-04,S001_P0012,136,8536.243999999999,66.07,5.0,0
2022-01-04,S001_P0013,31,967.572,34.68,10.0,0
2022-01-04,S001_P0014,7,584.766,98.28,15.0,1
2022-01-04,S001_P0015,377,29600.531999999996,87.24,10.0,1
2022-01-04,S001_P0016,28,2353.6800000000003,93.4,10.0,0
2022-01-04,S001_P0017,348,18450.960000000003,53.02,0.0,1
2022-01-04,S001_P0018,258,14348.153999999999,58.54,5.0,1
2022-01-04,S001_P0019,41,2205.6565,63.29,15.0,1
2022-01-04,S001_P0020,49,535.5699999999999,10.93,0.0,1
2022-01-04,S002_P0001,83,3586.8865,45.49,5.0,1
2022-01-04,S002_P0002,60,2825.8199999999997,52.33,10.0,1
2022-01-04,S002_P0003,448,15822.239999999998,41.55,15.0,0
2022-01-04,S002_P0004,11,639.4300000000001,58.13,0.0,1
2022-01-04,S002_P0005,390,9010.170000000002,25.67,10.0,0
2022-01-04,S002_P0006,81,2750.76,33.96,0.0,0
2022-01-04,S002_P0007,121,7874.679999999999,81.35,20.0,0
2022-01-04,S002_P0008,44,2018.3680000000002,57.34,20.0,0
2022-01-04,S002_P0009,88,3766.9280000000003,50.36,15.0,0
2022-01-04,S002_P0010,142,6196.738,51.34,15.0,1
2022-01-04,S002_P0011,48,502.65599999999995,13.09,20.0,1
2022-01-04,S002_P0012,61,5785.849999999999,94.85,0.0,0
2022-01-04,S002_P0013,140,2190.5099999999998,16.47,5.0,0
2022-01-04,S002_P0014,390,27232.725000000002,82.15,15.0,1
2022-01-04,S002_P0015,91,5284.688499999999,61.13,5.0,0
2022-01-04,S002_P0016,32,1835.712,63.74,10.0,0
2022-01-04,S002_P0017,60,3606.1200000000003,66.78,10.0,1
2022-01-04,S002_P0018,206,5274.012,30.12,15.0,1
2022-01-04,S002_P0019,108,3038.472,31.26,10.0,1
2022-01-04,S002_P0020,349,7493.03,21.47,0.0,0
2022-01-04,S003_P0001,271,17562.968000000004,81.01,20.0,0
2022-01-04,S003_P0002,202,11508.243,59.97,5.0,1
2022-01-04,S003_P0003,34,822.2220000000001,26.87,10.0,0
2022-01-04,S003_P0004,165,14719.320000000002,99.12,10.0,0
2022-01-04,S003_P0005,2,46.150999999999996,24.29,5.0,0
2022-01-04,S003_P0006,308,5691.84,18.48,0.0,1
2022-01-04,S003_P0007,76,3743.5319999999997,54.73,10.0,1
2022-01-04,S003_P0008,91,5153.2845,59.61,5.0,1
2022-01-04,S003_P0009,113,1323.4560000000001,14.64,20.0,1
2022-01-04,S003_P0010,274,14819.426999999998,63.63,15.0,1
2022-01-04,S003_P0011,116,10021.356,95.99,10.0,0
2022-01-04,S003_P0012,5,358.19749999999993,75.41,5.0,1
2022-01-04,S003_P0013,115,2364.5725,24.19,15.0,1
2022-01-04,S003_P0014,79,6741.07,85.33,0.0,1
2022-01-04,S003_P0015,223,2953.189,15.58,15.0,0
2022-01-04,S003_P0016,258,4558.086,19.63,10.0,1
2022-01-04,S003_P0017,236,12699.16,53.81,0.0,0
2022-01-04,S003_P0018,309,9267.528,37.49,20.0,0
2022-01-04,S003_P0019,32,1222.4,38.2,0.0,0
2022-01-04,S003_P0020,44,3146.4619999999995,84.13,15.0,1
2022-01-04,S004_P0001,145,2513.0675,20.39,15.0,0
2022-01-04,S004_P0002,150,8455.199999999999,70.46,20.0,1
2022-01-04,S004_P0003,40,2018.94,53.13,5.0,1
2022-01-04,S004_P0004,245,18081.0,82.0,10.0,1
2022-01-04,S004_P0005,241,15476.4175,75.55,15.0,0
2022-01-04,S004_P0006,138,6935.88,50.26,0.0,1
2022-01-04,S004_P0007,152,8170.151999999999,56.58,5.0,1
2022-01-04,S004_P0008,12,401.43600000000004,37.17,10.0,1
2022-01-04,S004_P0009,158,10459.6,82.75,20.0,1
2022-01-04,S004_P0010,265,5611.905000000001,23.53,10.0,1
2022-01-04,S004_P0011,240,12836.4,56.3,5.0,0
2022-01-04,S004_P0012,153,13675.9815,94.09,5.0,0
2022-01-04,S004_P0013,68,1334.432,24.53,20.0,1
2022-01-04,S004_P0014,302,16991.728,70.33,20.0,0
2022-01-04,S004_P0015,70,5298.72,79.68,5.0,1
2022-01-04,S004_P0016,92,2363.48,25.69,0.0,0
2022-01-04,S004_P0017,275,6541.7,25.04,5.0,1
2022-01-04,S004_P0018,3,142.851,56.02,15.0,0
2022-01-04,S004_P0019,307,9154.893499999998,31.39,5.0,1
2022-01-04,S004_P0020,62,4577.522,86.86,15.0,0
2022-01-04,S005_P0001,195,3386.76,21.71,20.0,0
2022-01-04,S005_P0002,33,1271.556,40.56,5.0,1
2022-01-04,S005_P0003,263,7295.619999999999,29.2,5.0,0
2022-01-04,S005_P0004,83,5456.752,82.18,20.0,1
2022-01-04,S005_P0005,78,3039.855,45.85,15.0,1
2022-01-04,S005_P0006,118,4468.896,42.08,10.0,0
2022-01-04,S005_P0007,147,6776.406,51.22,10.0,1
2022-01-04,S005_P0008,216,10718.784,62.03,20.0,0
2022-01-04,S005_P0009,27,838.3635,36.53,15.0,1
2022-01-04,S005_P0010,172,13833.443999999998,84.66,5.0,1
2022-01-04,S005_P0011,78,3053.7,39.15,0.0,1
2022-01-04,S005_P0012,196,7605.289999999999,45.65,15.0,1
2022-01-04,S005_P0013,75,2567.2125000000005,40.27,15.0,1
2022-01-04,S005_P0014,11,775.9565,82.99,15.0,1
2022-01-04,S005_P0015,144,6929.280000000001,60.15,20.0,1
2022-01-04,S005_P0016,200,2734.2000000000003,15.19,10.0,0
2022-01-04,S005_P0017,256,7671.808000000001,37.46,20.0,1
2022-01-04,S005_P0018,118,3657.528,34.44,10.0,0
2022-01-04,S005_P0019,244,16590.048,84.99,20.0,0
2022-01-04,S005_P0020,54,3967.218,81.63,10.0,0
2022-01-05,S001_P0001,147,3346.896,28.46,20.0,1
2022-01-05,S001_P0002,220,15748.920000000004,79.54,10.0,0
2022-01-05,S001_P0003,97,7424.525499999999,80.57,5.0,1
2022-01-05,S001_P0004,29,2169.896,93.53,20.0,1
2022-01-05,S001_P0005,192,8856.960000000001,46.13,0.0,0
2022-01-05,S001_P0006,158,9511.6,60.2,0.0,1
2022-01-05,S001_P0007,8,407.73999999999995,53.65,5.0,0
2022-01-05,S001_P0008,42,2362.08,59.2,5.0,0
2022-01-05,S001_P0009,5,465.6425,98.03,5.0,0
2022-01-05,S001_P0010,93,2425.44,32.6,20.0,0
2022-01-05,S001_P0011,44,2228.358,53.31,5.0,1
2022-01-05,S001_P0012,78,5863.103999999999,93.96,20.0,0
2022-01-05,S001_P0013,57,4748.099999999999,83.3,0.0,0
2022-01-05,S001_P0014,161,1732.521,12.66,15.0,1
2022-01-05,S001_P0015,172,7673.952000000001,55.77,20.0,1
2022-01-05,S001_P0016,132,3382.8299999999995,30.15,15.0,0
2022-01-05,S001_P0017,46,2785.875,63.75,5.0,0
2022-01-05,S001_P0018,17,1491.903,97.51,10.0,0
2022-01-05,S001_P0019,38,1797.7799999999997,49.8,5.0,1
2022-01-05,S001_P0020,11,329.66999999999996,33.3,10.0,0
2022-01-05,S002_P0001,161,7696.4439999999995,56.24,15.0,1
2022-01-05,S002_P0002,101,3509.1440000000002,43.43,20.0,1
2022-01-05,S002_P0003,263,7285.626,30.78,10.0,0
2022-01-05,S002_P0004,32,2518.64,82.85,5.0,0
2022-01-05,S002_P0005,209,18205.99,87.11,0.0,1
2022-01-05,S002_P0006,24,1292.3039999999999,56.68,5.0,0
2022-01-05,S002_P0007,20,1520.19,80.01,5.0,1
2022-01-05,S002_P0008,148,6103.52,41.24,0.0,1
2022-01-05,S002_P0009,100,9211.199999999999,96.96,5.0,1
2022-01-05,S002_P0010,129,9049.608,87.69,20.0,0
2022-01-05,S002_P0011,257,18176.9675,74.45,5.0,1
